comment,comment_without_emo,sentiment,intent
แดกเป็นแต่หงส์ 285 ของแพงมันเปลือง 555+,แดกเป็นแต่หงส์ 285 ของแพงมันเปลือง 555+,Negative,Neutral
เอ็มเคแก้เซ็งอยู่เนี่ยย,เอ็มเคแก้เซ็งอยู่เนี่ยย,Neutral,Neutral
อีกหนึ่งเรื่องใหญ่มากๆ ที่ต้องช่วยกันจับตาครับ... ว่ากฎหมายฉบับนี้เอื้อผลประโยชน์ให้ใคร ,อีกหนึ่งเรื่องใหญ่มากๆ ที่ต้องช่วยกันจับตาครับ... ว่ากฎหมายฉบับนี้เอื้อผลประโยชน์ให้ใคร ,Neutral,Neutral
ถ้าแบบนั้นคงต้องดูยอดขายของ CR-V ตัวเองว่าดีกว่ามั้ย แต่จริง ๆ ผมชอบโฉมนี้มากกว่า,ถ้าแบบนั้นคงต้องดูยอดขายของ CR-V ตัวเองว่าดีกว่ามั้ย แต่จริง ๆ ผมชอบโฉมนี้มากกว่า,Positive,Neutral
พวงมาลัยนาวาร่ายังสวยกว่าอี๊ก นี่ขนาดว่าไม่ชอบแล้วนะ ยังดูเข้าที่กว่า,พวงมาลัยนาวาร่ายังสวยกว่าอี๊ก นี่ขนาดว่าไม่ชอบแล้วนะ ยังดูเข้าที่กว่า,Negative,Neutral
สาขาเซนลาดไม่ร่วมนะออเจ้า,สาขาเซนลาดไม่ร่วมนะออเจ้า,Neutral,Neutral
เลิกเบียร์ขวดเขียวเรย,เลิกเบียร์ขวดเขียวเรย,Neutral,Neutral
ฝี หนอง พญาธิ,ฝี หนอง พญาธิ,Neutral,Neutral
เชื่อมะ ป่านนี้ที่เล่นเกมได้ลิปจาก beauty buffet ฟรี ยังไม่ได้อะแก555 เล่นตั้งแต่ตุลาฯปีที่แล้ว คาดว่าน่าจะอยู่บ้าน…,เชื่อมะ ป่านนี้ที่เล่นเกมได้ลิปจาก beauty buffet ฟรี ยังไม่ได้อะแก555 เล่นตั้งแต่ตุลาฯปีที่แล้ว คาดว่าน่าจะอยู่บ้าน…,Negative,Neutral
ใกล้สถานบันเทิง ช่วงดึกมีเสียงดังรบกวนนิดหน่อย,ใกล้สถานบันเทิง ช่วงดึกมีเสียงดังรบกวนนิดหน่อย,Negative,Neutral
มาสด้ากินน้ำมัน,มาสด้ากินน้ำมัน,Negative,Neutral
ให้ก็ไม่เต็จัดทั้งทีต้องใครแต่งมาให้สิทธิ์หมดทุกโต๊ะซิเจ้าคะ​ ขุ่นมังกร,ให้ก็ไม่เต็จัดทั้งทีต้องใครแต่งมาให้สิทธิ์หมดทุกโต๊ะซิเจ้าคะ​ ขุ่นมังกร,Negative,Neutral
แย่เลยลูกดื่มนมเยอะเลยสูงกว่า 130 ซม.ต้องจับลูก 10 ขวบทำให้เป็นเด็กแคระ จะได้กินฟรี มีนโยบายไม่สนับสนุนให้เด็กสูงก็ไม่บอกนะคะ อิอิ,แย่เลยลูกดื่มนมเยอะเลยสูงกว่า 130 ซม.ต้องจับลูก 10 ขวบทำให้เป็นเด็กแคระ จะได้กินฟรี มีนโยบายไม่สนับสนุนให้เด็กสูงก็ไม่บอกนะคะ อิอิ,Negative,Neutral
มีประจำเดือนทีไร ไม่อยากจะคิด แพ้ผื่นขึ้นทุกที ต้องลองเปลี่ยนมาใช้ลอรีเอะดูแล้ว,มีประจำเดือนทีไร ไม่อยากจะคิด แพ้ผื่นขึ้นทุกที ต้องลองเปลี่ยนมาใช้ลอรีเอะดูแล้ว,Negative,Neutral
กุแพ้โซฟี,กุแพ้โซฟี,Negative,Neutral
แสงโสมอีกเสียง,แสงโสมอีกเสียง,Neutral,Neutral
ก็ยึดแนวพอเพียงไง จะมีกด ้กินแบลคกินเรด สู่ไม่ไหวหรอกโยมมันแพง,ก็ยึดแนวพอเพียงไง จะมีกด ้กินแบลคกินเรด สู่ไม่ไหวหรอกโยมมันแพง,Negative,Neutral
